         14553892 function calls (14337740 primitive calls) in 35.075 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1201    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
      684    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      600    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/visualization_msgs/msg/_Marker.py:526(_get_struct_3i10d4f2iB)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/re.py:250(compile)
     1202    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/re.py:289(_compile)
        2    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/impl/tcpros_service.py:551(__init__)
     1202    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/numpy/lib/function_base.py:726(_copy_dispatcher)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_compile.py:759(compile)
      684    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/config.py:124(_install_handlers)
     1204    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
     1202    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/numpy/linalg/linalg.py:319(_solve_dispatcher)
      600    0.000    0.000    0.000    0.000 /home/kana/catkin_ws/devel/lib/python3/dist-packages/drive_msgs/msg/_NavigationData.py:218(_get_struct_f)
        9    0.000    0.000    0.000    0.000 /home/kana/catkin_ws/src/mobinha-racing/planning/local_path/graph_ltpl/data_objects/GraphBase.py:802(search_graph)
     1202    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/numpy/core/fromnumeric.py:436(_repeat_dispatcher)
     1202    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/numpy/core/numeric.py:2163(_isclose_dispatcher)
      974    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
    82/44    0.000    0.000    0.000    0.000 /usr/lib/python3.8/configparser.py:765(get)
       52    0.000    0.000    0.000    0.000 /usr/lib/python3.8/configparser.py:1240(__init__)
     1202    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/numpy/core/multiarray.py:312(where)
      600    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/visualization_msgs/msg/_Marker.py:538(_get_struct_B)
        7    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
      684    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/numpy/core/numeric.py:1403(<listcomp>)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/http/client.py:1056(putrequest)
      600    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/rostime.py:237(is_wallclock)
      601    0.000    0.000    0.000    0.000 /home/kana/catkin_ws/src/mobinha-racing/planning/local_path/graph_ltpl/data_objects/GraphBase.py:742(<listcomp>)
       52    0.000    0.000    0.000    0.000 /usr/lib/python3.8/email/message.py:564(get_content_type)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/handlers.py:175(shouldRollover)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_compile.py:598(_code)
       65    0.000    0.000    0.000    0.000 /usr/lib/python3.8/http/client.py:1212(putheader)
       10    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/igraph/__init__.py:3536(find)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:918(format)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:1550(makeRecord)
        2    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/impl/tcpros_base.py:234(start_tcpros_server)
      619    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:1448(warning)
        2    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/impl/tcpros_base.py:285(start_server)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:655(format)
        1    0.000    0.000    0.000    0.000 /home/kana/catkin_ws/src/mobinha-racing/planning/local_path/graph_ltpl/data_objects/GraphBase.py:338(<listcomp>)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:914(get_code)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:288(__init__)
      684    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/numpy/core/numeric.py:1336(_moveaxis_dispatcher)
       10    0.000    0.000    0.000    0.000 {function VertexSeq.find at 0x7f095611b160}
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.8/urllib/parse.py:377(urlparse)
       26    0.000    0.000    0.000    0.000 {method 'sendall' of '_socket.socket' objects}
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/email/feedparser.py:471(_parse_headers)
      600    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
      601    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/numpy/core/numeric.py:716(_convolve_dispatcher)
      600    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1189(_argmin_dispatcher)
        9    0.000    0.000    0.000    0.000 {method 'get_shortest_paths' of 'igraph.Graph' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/config.py:183(_install_loggers)
       91    0.000    0.000    0.000    0.000 /usr/lib/python3.8/email/message.py:462(get)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_compile.py:276(_optimize_charset)
      684    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/numpy/lib/function_base.py:4425(_insert_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/numpy/lib/_datasource.py:231(open)
       39    0.000    0.000    0.000    0.000 /usr/lib/python3.8/email/message.py:588(get_content_maintype)
      605    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/numpy/lib/shape_base.py:508(_expand_dims_dispatcher)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/xmlrpc/client.py:931(dumps)
      252    0.000    0.000    0.000    0.000 /usr/lib/python3.8/xml/etree/ElementTree.py:651(findtext)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/http/client.py:246(__init__)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/email/feedparser.py:184(close)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:1178(emit)
      220    0.000    0.000    0.000    0.000 /usr/lib/python3.8/xmlrpc/client.py:682(end)
       17    0.000    0.000    0.000    0.000 /usr/lib/python3.8/configparser.py:1252(__getitem__)
        1    0.000    0.000    0.000    0.000 /home/kana/catkin_ws/src/mobinha-racing/planning/local_path/graph_ltpl/data_objects/GraphBase.py:221(get_node_info)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:1073(emit)
      602    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/numpy/core/shape_base.py:79(_atleast_2d_dispatcher)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.8/configparser.py:1115(_join_multiline_values)
       26    0.000    0.000    0.000    0.000 /usr/lib/python3.8/http/client.py:448(read)
      431    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:2018(getLogger)
        7    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rosgraph/roslogging.py:53(findCaller)
        1    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/numpy/lib/_datasource.py:577(open)
       38    0.000    0.000    0.000    0.000 /usr/lib/python3.8/configparser.py:393(before_get)
       12    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/core.py:642(xmlrpcapi)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:890(_find_spec)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/socket.py:301(makefile)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_compile.py:536(_compile_info)
      661    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        8    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/topics.py:271(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/stringprep.py:2(<module>)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/xmlrpc/client.py:1288(send_headers)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/xmlrpc/client.py:480(dumps)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:1284(getLogger)
       38    0.000    0.000    0.000    0.000 /usr/lib/python3.8/configparser.py:406(_interpolate_some)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1399(find_spec)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:588(formatTime)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/http/client.py:480(readinto)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1367(_get_spec)
        6    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/topics.py:895(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:638(_compile_bytecode)
      550    0.000    0.000    0.000    0.000 /usr/lib/python3.8/xml/etree/ElementPath.py:178(select)
        1    0.000    0.000    0.000    0.000 /home/kana/catkin_ws/src/mobinha-racing/planning/local_path/graph_ltpl/data_objects/ObjectListInterface.py:50(set_track_data)
        2    0.000    0.000    0.000    0.000 {built-in method marshal.loads}
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.8/urllib/parse.py:428(urlsplit)
        1    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/impl/tcpros_base.py:125(__init__)
        1    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/impl/tcpros_base.py:145(start)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1498(find_spec)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:1062(flush)
        1    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/impl/tcpros_base.py:193(_create_server_sock)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/xmlrpc/client.py:1195(getparser)
      262    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/numpy/lib/_datasource.py:427(_findfile)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_compile.py:71(_compile)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/xmlrpc/client.py:892(getparser)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/email/feedparser.py:139(__init__)
       17    0.000    0.000    0.000    0.000 {built-in method posix.stat}
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/email/feedparser.py:101(push)
      220    0.000    0.000    0.000    0.000 /usr/lib/python3.8/xmlrpc/client.py:668(start)
       52    0.000    0.000    0.000    0.000 /usr/lib/python3.8/email/_policybase.py:293(header_source_parse)
        8    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/topics.py:194(__init__)
       46    0.000    0.000    0.000    0.000 /usr/lib/python3.8/xmlrpc/client.py:507(__dump)
       20    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/names.py:163(resolve_name)
       91    0.000    0.000    0.000    0.000 /usr/lib/python3.8/email/feedparser.py:128(__next__)
       65    0.000    0.000    0.000    0.000 /usr/lib/python3.8/email/_policybase.py:311(header_fetch_parse)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:834(start)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:937(parse)
        8    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/http/client.py:204(_read_headers)
       82    0.000    0.000    0.000    0.000 /usr/lib/python3.8/configparser.py:1139(_unify_values)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.8/configparser.py:805(_get_conv)
      275    0.000    0.000    0.000    0.000 /usr/lib/python3.8/xml/etree/ElementPath.py:336(__init__)
       27    0.000    0.000    0.000    0.000 /usr/lib/python3.8/os.py:670(__getitem__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/handlers.py:120(__init__)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:1514(findCaller)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:1417(setLevel)
      206    0.000    0.000    0.000    0.000 /usr/lib/python3.8/configparser.py:874(optionxform)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/signal.py:45(signal)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/handlers.py:51(__init__)
        4    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rosgraph/network.py:101(get_address_override)
        2    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.8/configparser.py:802(_get)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/http/client.py:410(_close_conn)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:1129(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:1372(_clear_cache)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_bootlocale.py:33(getpreferredencoding)
      466    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.8/posixpath.py:372(abspath)
      252    0.000    0.000    0.000    0.000 {method 'findtext' of 'xml.etree.ElementTree.Element' objects}
       65    0.000    0.000    0.000    0.000 /usr/lib/python3.8/email/_policybase.py:281(_sanitize_header)
        1    0.000    0.000    0.000    0.000 {method 'connect' of '_socket.socket' objects}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:898(acquire)
      180    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
       14    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/config.py:102(_create_formatters)
       46    0.000    0.000    0.000    0.000 /usr/lib/python3.8/xmlrpc/client.py:554(dump_unicode)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:435(_parse_sub)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/rospkg/environment.py:139(get_log_dir)
      225    0.000    0.000    0.000    0.000 /usr/lib/python3.8/xmlrpc/client.py:679(data)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.8/configparser.py:1291(get)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/rospkg/environment.py:120(get_ros_home)
       17    0.000    0.000    0.000    0.000 /usr/lib/python3.8/copy.py:66(copy)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1034(get_data)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/config.py:270(_clearExistingHandlers)
       91    0.000    0.000    0.000    0.000 /usr/lib/python3.8/email/feedparser.py:78(readline)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_collections_abc.py:664(__contains__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:540(wait)
      536    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/visualization_msgs/msg/_MarkerArray.py:601(_get_struct_B)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/xmlrpc/client.py:428(__init__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/configparser.py:816(getint)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:493(_parse)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.8/enum.py:313(__call__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.8/genericpath.py:27(isfile)
        7    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/core.py:186(logdebug)
       82    0.000    0.000    0.000    0.000 /usr/lib/python3.8/collections/__init__.py:892(__getitem__)
        1    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/timer.py:52(__init__)
       43    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:218(_acquireLock)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:549(module_from_spec)
       20    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/names.py:64(canonicalize_name)
        1    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/core.py:619(register_signals)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:270(wait)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:862(__init__)
       52    0.000    0.000    0.000    0.000 /usr/lib/python3.8/email/message.py:29(_splitparam)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/signal.py:25(_int_to_enum)
        2    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/impl/tcpros_base.py:244(get_tcpros_server_address)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/socket.py:732(close)
        7    0.000    0.000    0.000    0.000 {method 'seek' of '_io.TextIOWrapper' objects}
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.8/posixpath.py:334(normpath)
        1    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rosgraph/xmlrpc.py:235(start)
        7    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/core.py:158(_base_logger)
        3    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/numpy/lib/_datasource.py:376(_isurl)
        2    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rosgraph/network.py:241(get_bind_address)
        2    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/impl/tcpros_base.py:301(get_address)
      411    0.000    0.000    0.000    0.000 /usr/lib/python3.8/configparser.py:1020(<dictcomp>)
        2    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/impl/tcpros_base.py:184(get_full_addr)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:477(_init_module_attrs)
        2    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rosgraph/network.py:265(get_host_name)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:2111(shutdown)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.8/configparser.py:821(getfloat)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.8/posixpath.py:117(splitext)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/email/feedparser.py:70(close)
       11    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/posixpath.py:228(expanduser)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/socket.py:643(__init__)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.8/enum.py:631(__new__)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.8/http/client.py:415(close)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:135(_path_stat)
      268    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/visualization_msgs/msg/_MarkerArray.py:595(_get_struct_4f)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:1171(_open)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/http/client.py:697(getheader)
      319    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       65    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/numpy/lib/_datasource.py:458(abspath)
       40    0.000    0.000    0.000    0.000 /usr/lib/python3.8/urllib/parse.py:121(_coerce_args)
        2    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/client.py:437(_init_param_server)
       26    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:354(cache_from_source)
       10    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rosgraph/names.py:216(is_legal_name)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:121(_path_join)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/xmlrpc/client.py:1236(make_connection)
       14    0.000    0.000    0.000    0.000 {built-in method time.strftime}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/genericpath.py:16(exists)
        1    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/numpy/lib/_datasource.py:322(__init__)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:639(formatMessage)
        2    0.000    0.000    0.000    0.000 {built-in method io.open_code}
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/email/feedparser.py:53(__init__)
        1    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/impl/masterslave.py:176(__init__)
       52    0.000    0.000    0.000    0.000 /usr/lib/python3.8/configparser.py:1359(__iter__)
        1    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/client.py:350(get_master)
        2    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/numpy/lib/_datasource.py:367(_possible_names)
      268    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/visualization_msgs/msg/_MarkerArray.py:565(_get_struct_2I)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.8/codecs.py:309(__init__)
        3    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rosgraph/rosenv.py:46(get_master_uri)
      268    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/visualization_msgs/msg/_MarkerArray.py:583(_get_struct_3i)
       46    0.000    0.000    0.000    0.000 /usr/lib/python3.8/xmlrpc/client.py:149(escape)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/rospkg/rospack.py:330(__init__)
        3    0.000    0.000    0.000    0.000 /home/kana/.local/lib/python3.8/site-packages/numpy/lib/_datasource.py:337(_iszip)
       29    0.000    0.000    0.000    0.000 /usr/lib/python3.8/os.py:748(encode)
        1    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/impl/rosout.py:125(load_rosout_handlers)
       78    0.000    0.000    0.000    0.000 /usr/lib/python3.8/http/client.py:981(_output)
        2    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/service.py:56(__init__)
      160    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       65    0.000    0.000    0.000    0.000 /usr/lib/python3.8/email/utils.py:51(_has_surrogates)
      268    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/visualization_msgs/msg/_MarkerArray.py:589(_get_struct_4d)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:376(cached)
      268    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/visualization_msgs/msg/_MarkerArray.py:561(_get_struct_I)
       25    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x7f093902bf70}
       82    0.000    0.000    0.000    0.000 /usr/lib/python3.8/collections/__init__.py:882(__init__)
      268    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/visualization_msgs/msg/_MarkerArray.py:571(_get_struct_2i)
      125    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rosgraph/names.py:271(resolve_name)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_collections_abc.py:657(get)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/rospkg/rospack.py:115(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/socket.py:219(__init__)
       43    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:227(_releaseLock)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:438(format)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:484(_get_cached)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.8/posixpath.py:140(basename)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:633(usesTime)
        1    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rosgraph/roslogging.py:231(__init__)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.8/xmlrpc/client.py:760(end_array)
        2    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/impl/registration.py:473(publisher_update)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_compile.py:411(_mk_bitmap)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/rospkg/environment.py:83(get_ros_paths)
        1    0.000    0.000    0.000    0.000 /opt/ros/noetic/lib/python3/dist-packages/rospy/impl/registration.py:188(__init__)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.8/configparser.py:877(has_option)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:761(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:147(__enter__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:891(createLock)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/xmlrpc/client.py:1468(__getattr__)
       52    0.000    0.000    0.000    0.000 /usr/lib/python3.8/email/message.py:479(set_raw)
        1    0.000    0.000    0.000    0.000 /home/kana/catkin_ws/src/mobinha-racing/planning/local_path/graph_ltpl/data_objects/GraphBase.py:355(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:1051(__init__)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/email/feedparser.py:197(_new_message)
      260    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.8/http/client.py:381(_check_close)
       26    0.000    0.000    0.000    0.000 /usr/lib/python3.8/email/feedparser.py:122(pushlines)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:435(_format)
       42    0.000    0.000    0.000    0.000 /usr/lib/python3.8/posixpath.py:52(normcase)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.8/genericpath.py:121(_splitext)
       91    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
